datetime,Anemometer;wind_speed;Avg (m/s),Anemometer;wind_speed;Max (m/s),Anemometer;wind_speed;Min (m/s),Anemometer;wind_speed;StdDev (m/s),Anemometer;wind_speed;Count (),Wind Vane TMR;wind_direction;Avg (°),Wind Vane TMR;wind_direction;StdDev (°),Wind Vane TMR;wind_direction;Count (),Hygro/Thermo;humidity;Avg (%),Hygro/Thermo;humidity;Max (%),Hygro/Thermo;humidity;Min (%),Hygro/Thermo;humidity;StdDev (%),Hygro/Thermo;humidity;Count (),Hygro/Thermo;temperature;Avg (°C),Hygro/Thermo;temperature;Max (°C),Hygro/Thermo;temperature;Min (°C),Hygro/Thermo;temperature;StdDev (°C),Hygro/Thermo;temperature;Count (),Barometer;air_pressure;Avg (hPa),Barometer;air_pressure;Max (hPa),Barometer;air_pressure;Min (hPa),Barometer;air_pressure;StdDev (hPa),Barometer;air_pressure;Count (),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Avg (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Max (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Min (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;StdDev (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Count (),GHI (Global Horizontal Irradiance);solar_irradiance;Avg (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Max (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Min (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;StdDev (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Count (),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Avg (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Max (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Min (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;StdDev (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Count (),Precipitation;precipitation;Count (),Precipitation;precipitation;Sum (mm),GTI (Global Tilt Irradiance) PV Cell;voltage;Avg (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Max (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Min (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;StdDev (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Count (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A5;channel;Avg (V),A5;channel;Max (V),A5;channel;Min (V),A5;channel;StdDev (V),A6;channel;Avg (V),A6;channel;Max (V),A6;channel;Min (V),A6;channel;StdDev (V),A7;channel;Avg (V),A7;channel;Max (V),A7;channel;Min (V),A7;channel;StdDev (V),C1;channel;Avg (I),C1;channel;Max (I),C1;channel;Min (I),C1;channel;StdDev (I),C2;channel;Avg (I),C2;channel;Max (I),C2;channel;Min (I),C2;channel;StdDev (I),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2021-06-29 00:00:00,1.6459,3.4852,0.394,0.6881,120,191.953,22.4282,120,81.1111,81.3929,80.7825,0.1897,120,22.434,22.4888,22.3881,0.0293,120,1010.2799,1010.4678,1010.2481,0.0434,120,0,0,0,0,120,0,0,0,0,120,13.1792,13.7689,12.786,0.2074,120,120,0,0,0,0,0,120,3.5047,3.5078,3.5041,0.0007,0.5243,0.5249,0.5239,0.0003,0.8111,0.8139,0.8078,0.0019,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,156.075,356,20,74.7941,0,0,0,0,546.2667,761,404,64.7102,32,42.75,49,41,23.78,23.78,23.73
2021-06-29 00:10:00,1.3377,2.786,0.4492,0.5483,120,194.7689,22.8353,120,81.6418,81.8812,81.3929,0.1256,120,22.3429,22.3972,22.2874,0.0304,120,1010.3085,1010.4678,1010.2481,0.0761,120,0,0,0,0,120,0,0,0,0,120,13.171,13.2775,12.786,0.2033,120,120,0,0,0,0,0,120,3.5051,3.5078,3.5041,0.0013,0.5234,0.524,0.5229,0.0003,0.8164,0.8188,0.8139,0.0013,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,122.575,280,26,59.599,0,0,0,0,552.3167,744,356,65.8715,32,40.9167,45,39,23.78,23.78,23.78
2021-06-29 00:20:00,1.2617,2.74,0.3112,0.5031,120,195.458,33.2024,120,82.0833,82.3084,81.8506,0.1427,120,22.2333,22.2904,22.1928,0.0273,120,1010.3325,1010.4678,1010.0833,0.0916,120,0,0,0,0,120,0,0,0,0,120,13.1341,13.2775,12.786,0.2243,120,120,0,0,0,0,0,120,3.5055,3.5078,3.5014,0.0015,0.5223,0.5229,0.5219,0.0003,0.8208,0.8231,0.8185,0.0014,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0005,-0.0006,0,0,0,0,0,0,0,0,0,114.3167,275,11,54.6823,0,0,0,0,551.5833,951,62,102.7876,31.7,40.9,45,39,23.77,23.78,23.73
2021-06-29 00:30:00,1.5937,3.4024,0.4308,0.6966,120,196.0712,27.3707,120,82.4597,82.6746,82.2779,0.1181,120,22.1447,22.205,22.0982,0.0301,120,1010.2539,1010.4312,1010.065,0.0566,120,0,0,0,0,120,0,0,0,0,120,13.1628,13.7689,12.786,0.2182,120,120,0,0,0,0,0,120,3.5042,3.5072,3.5011,0.0009,0.5214,0.5221,0.521,0.0003,0.8246,0.8267,0.8228,0.0012,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0005,-0.0006,0,0,0,0,0,0,0,0,0,150.4,347,24,75.7177,0,0,0,0,558.1167,858,277,81.6865,31,40.8167,45,39,23.74,23.78,23.73
2021-06-29 00:40:00,1.1477,2.05,0.3204,0.4048,120,201.6808,23.4091,120,82.7652,82.9188,82.6441,0.0804,120,22.0591,22.1043,22.0127,0.0268,120,1010.2011,1010.4678,1010.065,0.1138,120,0,0,0,0,120,0,0,0,0,120,13.1341,13.7689,12.786,0.2332,120,120,0,0,0,0,0,120,3.5034,3.5078,3.5011,0.0019,0.5206,0.521,0.5201,0.0003,0.8277,0.8292,0.8264,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,101.925,200,12,43.9995,0,0,0,0,575.6417,958,443,70.657,31,40.9667,47,39,23.73,23.78,23.73
2021-06-29 00:50:00,1.248,3.0988,0.3388,0.4988,120,204.1657,22.4403,120,83.0615,83.224,82.9188,0.0697,120,21.9583,22.0158,21.8754,0.0385,120,1010.2231,1010.2847,1010.0467,0.0726,120,0,0,0,0,120,0,0,0,0,120,13.0522,13.2775,12.786,0.2459,120,120,0,0,0,0,0,120,3.5037,3.5047,3.5008,0.0012,0.5196,0.5202,0.5188,0.0004,0.8306,0.8322,0.8292,0.0007,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,112.825,314,14,54.2168,0,0,0,0,580.6333,806,418,64.7975,31,41.1167,45,39,23.73,23.73,23.73
2021-06-29 01:00:00,1.0426,2.4916,0.3756,0.3745,120,205.0139,25.5512,120,83.3715,83.5597,83.1935,0.1024,120,21.8253,21.8876,21.7686,0.0321,120,1010.1999,1010.2847,1010.065,0.0866,120,0,0,0,0,120,0,0,0,0,120,13.0358,13.2775,12.786,0.2467,120,120,0,0,0,0,0,120,3.5033,3.5047,3.5011,0.0014,0.5182,0.5189,0.5177,0.0003,0.8337,0.8356,0.8319,0.001,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,90.5,248,18,40.7117,0,0,0,0,581.7417,753,373,73.3228,31,40.9333,47,39,23.73,23.73,23.73
2021-06-29 01:10:00,1.2595,2.2708,0.5872,0.3609,120,206.5189,23.7086,120,83.698,83.8649,83.5292,0.0858,120,21.7244,21.7777,21.6709,0.0293,120,1010.1866,1010.2664,1010.0467,0.0918,120,0,0,0,0,120,0,0,0,0,120,13.0727,13.2775,12.786,0.2433,120,120,0,0,0,0,0,120,3.5031,3.5044,3.5008,0.0015,0.5172,0.5178,0.5167,0.0003,0.837,0.8386,0.8353,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,114.075,224,41,39.2255,0,0,0,0,587.3833,820,381,68.709,31,40.9667,47,39,23.73,23.73,23.68
2021-06-29 01:20:00,1.0081,2.2984,0,0.4298,120,209.0875,32.7113,120,84.0101,84.1395,83.8649,0.0781,120,21.6338,21.677,21.5976,0.0202,120,1010.0873,1010.2664,1009.8636,0.0758,120,0,0,0,0,120,0,0,0,0,120,13.0154,13.2775,12.786,0.2462,120,120,0,0,0,0,0,120,3.5015,3.5044,3.4977,0.0013,0.5163,0.5168,0.516,0.0002,0.8401,0.8414,0.8386,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,87.1333,227,0,45.9038,0,0,0,0,595.55,1018,113,103.5965,31,40.9333,47,39,23.72,23.73,23.68
2021-06-29 01:30:00,0.7991,1.6544,0,0.3513,120,204.2961,29.3208,120,84.2764,84.4447,84.109,0.1001,120,21.5465,21.6007,21.4908,0.03,120,1010.161,1010.2664,1010.0467,0.0943,120,0,0,0,0,120,0,0,0,0,120,12.9621,13.2775,12.786,0.2366,120,120,0,0,0,0,0,120,3.5027,3.5044,3.5008,0.0016,0.5155,0.516,0.5149,0.0003,0.8428,0.8444,0.8411,0.001,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,64.4083,157,0,37.4174,0,0,0,0,580.925,829,387,83.9461,31,41.0667,45,39,23.7,23.73,23.68
2021-06-29 01:40:00,0.7912,1.3692,0.2192,0.2514,120,235.9591,25.6916,120,84.5757,84.7499,84.4142,0.101,120,21.412,21.4939,21.3291,0.0475,120,1010.1505,1010.2664,1010.0284,0.0974,120,0,0,0,0,120,0,0,0,0,120,12.9375,13.2775,12.786,0.2279,120,120,0,0,0,0,0,120,3.5025,3.5044,3.5005,0.0016,0.5141,0.5149,0.5133,0.0005,0.8458,0.8475,0.8441,0.001,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,63.175,126,1,27.3304,0,0,0,0,660.3917,777,34,91.7917,31,40.8833,43,39,23.68,23.73,23.68
2021-06-29 01:50:00,1.0234,1.866,0.4124,0.2965,120,223.9006,22.5198,120,84.946,85.1466,84.7804,0.1015,120,21.2617,21.3352,21.1917,0.0418,120,1009.9693,1010.2481,1009.8453,0.0984,120,0,0,0,0,120,0,0,0,0,120,12.9498,13.2775,12.786,0.2326,120,120,0,0,0,0,0,120,3.4995,3.5041,3.4974,0.0016,0.5126,0.5133,0.5119,0.0004,0.8495,0.8515,0.8478,0.001,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,88.4167,180,22,32.2244,0,0,0,0,635.325,777,450,64.5477,31,40.9167,43,39,23.68,23.73,23.68
2021-06-29 02:00:00,1.0534,1.912,0.4032,0.3153,120,217.2519,23.6292,120,85.2886,85.4518,85.1772,0.0715,120,21.1496,21.1978,21.0849,0.0318,120,1009.8761,1010.065,1009.6805,0.0631,120,0,0,0,0,120,0,0,0,0,120,12.958,13.2775,12.786,0.2354,120,120,0,0,0,0,0,120,3.4979,3.5011,3.4947,0.0011,0.5115,0.512,0.5109,0.0003,0.8529,0.8545,0.8518,0.0007,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,91.675,185,21,34.2694,0,0,0,0,617.6333,861,451,68.1718,30.8,40.9667,47,39,23.68,23.73,23.68
2021-06-29 02:10:00,0.8581,2.188,0.2744,0.3528,120,221.4561,26.7121,120,85.6416,85.7875,85.4213,0.0838,120,21.0554,21.091,21.0117,0.021,120,1009.8706,1010.065,1009.6622,0.0612,120,0,0,0,0,120,0,0,0,0,120,12.9007,13.2775,12.2946,0.2182,120,120,0,0,0,0,0,120,3.4978,3.5011,3.4944,0.001,0.5105,0.5109,0.5101,0.0002,0.8564,0.8579,0.8542,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,70.45,215,7,38.3526,0,0,0,0,629.675,862,428,77.0098,30,41.0167,47,39,23.68,23.73,23.68
2021-06-29 02:20:00,0.7683,1.6636,0,0.3008,120,207.2153,20.5212,120,85.9404,86.1538,85.757,0.1126,120,20.979,21.0208,20.9415,0.0232,120,1009.8173,1010.0467,1009.6622,0.0952,120,0,0,0,0,120,0,0,0,0,120,12.8515,13.2775,12.2946,0.1795,120,120,0,0,0,0,0,120,3.497,3.5008,3.4944,0.0016,0.5098,0.5102,0.5094,0.0002,0.8594,0.8615,0.8576,0.0011,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0006,0,0,0,0,0,0,0,0,0,60.875,158,0,32.2716,0,0,0,0,588.2333,731,396,58.9158,30,41.0167,45,39,23.68,23.68,23.68
2021-06-29 02:30:00,0.9535,1.9672,0.2744,0.3285,120,197.1426,24.367,120,86.2997,86.4895,86.0927,0.1068,120,20.908,20.9384,20.8805,0.0168,120,1009.8196,1009.8636,1009.6438,0.0735,120,0,0,0,0,120,0,0,0,0,120,12.8884,13.2775,12.786,0.2004,120,120,0,0,0,0,0,120,3.497,3.4977,3.4941,0.0012,0.5091,0.5094,0.5088,0.0002,0.863,0.8649,0.8609,0.0011,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,80.8167,191,7,35.7023,0,0,0,0,560.6583,777,388,70.4957,30,41.0833,47,39,23.68,23.68,23.68
2021-06-29 02:40:00,1.1871,2.418,0.486,0.3879,120,203.4197,25.1269,120,86.6382,86.8252,86.4895,0.0974,120,20.8647,20.8896,20.8408,0.0137,120,1009.7684,1009.8636,1009.6438,0.0929,120,0,0,0,0,120,0,0,0,0,120,12.9089,13.2775,12.786,0.2137,120,120,0,0,0,0,0,120,3.4961,3.4977,3.4941,0.0015,0.5087,0.5089,0.5084,0.0001,0.8664,0.8683,0.8649,0.001,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,106.2083,240,30,42.1595,0,0,0,0,573.375,760,144,78.3021,30,41.0667,47,39,23.68,23.68,23.63
2021-06-29 02:50:00,1.1193,2.3812,0.348,0.4527,120,199.1223,28.9144,120,86.9742,87.1303,86.7641,0.0843,120,20.8515,20.8652,20.8377,0.0056,120,1009.7156,1009.8636,1009.479,0.0925,120,0,0,0,0,120,0,0,0,0,120,12.9171,13.2775,12.786,0.2182,120,120,0,0,0,0,0,120,3.4953,3.4977,3.4913,0.0015,0.5085,0.5087,0.5084,0.0001,0.8697,0.8713,0.8676,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,98.8333,236,15,49.2029,0,0,0,0,565.3417,880,275,84.9032,30,40.9333,45,39,23.68,23.68,23.68
2021-06-29 03:00:00,1.157,2.4548,0.3112,0.4708,120,211.887,32.9205,120,87.2679,87.3745,87.1303,0.0671,120,20.8884,20.914,20.856,0.0139,120,1009.713,1009.8636,1009.479,0.0965,120,0,0,0,0,120,0,0,0,0,120,12.9294,13.2775,12.2946,0.2332,120,120,0,0,0,0,0,120,3.4952,3.4977,3.4913,0.0016,0.5089,0.5091,0.5086,0.0001,0.8727,0.8737,0.8713,0.0007,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,102.9333,244,11,51.1688,0,0,0,0,592.8833,892,45,107.4132,30,41.1333,47,39,23.68,23.68,23.63
2021-06-29 03:10:00,0.915,1.9212,0.2284,0.4046,120,220.5338,36.5791,120,87.4498,87.5881,87.2829,0.1079,120,20.8919,20.911,20.8805,0.0053,120,1009.6358,1009.8636,1009.4607,0.0908,120,0,0,0,0,120,0,0,0,0,120,12.8761,13.2775,12.2946,0.2112,120,120,0,0,0,0,0,120,3.4939,3.4977,3.491,0.0015,0.5089,0.5091,0.5088,0.0001,0.8745,0.8759,0.8728,0.0011,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,76.6333,186,2,43.9801,0,0,0,0,618.9833,967,14,123.1419,30,40.9333,45,39,23.68,23.68,23.63
2021-06-29 03:20:00,1.1909,2.1788,0.4676,0.398,120,202.409,28.2812,120,87.7344,87.8323,87.5576,0.0558,120,20.9123,20.9415,20.8835,0.0145,120,1009.5488,1009.6805,1009.2776,0.0945,120,0,0,0,0,120,0,0,0,0,120,12.9048,13.2775,12.786,0.2113,120,120,0,0,0,0,0,120,3.4925,3.4947,3.488,0.0016,0.5091,0.5094,0.5088,0.0001,0.8773,0.8783,0.8756,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,106.625,214,28,43.2579,0,0,0,0,574.4333,848,301,82.8318,30,40.95,45,39,23.68,23.68,23.63
2021-06-29 03:30:00,1.1542,2.2892,0.3572,0.4293,120,207.4686,27.6893,120,87.8882,87.9543,87.7712,0.0396,120,20.9609,20.9842,20.9323,0.0114,120,1009.6741,1009.8636,1009.4607,0.1041,120,0,0,0,0,120,0,0,0,0,120,12.913,13.2775,12.2946,0.2341,120,120,0,0,0,0,0,120,3.4946,3.4977,3.491,0.0017,0.5096,0.5098,0.5093,0.0001,0.8789,0.8795,0.8777,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,102.625,226,16,46.6635,0,0,0,0,586.45,803,257,82.5311,30,40.8833,43,39,23.68,23.68,23.63
2021-06-29 03:40:00,1.105,2.004,0.302,0.4035,120,214.5286,28.3023,120,88.0281,88.168,87.8933,0.0629,120,20.9459,20.9659,20.9232,0.0106,120,1009.7748,1009.8636,1009.6438,0.0924,120,0,0,0,0,120,0,0,0,0,120,12.8556,13.2775,12.786,0.1721,120,120,0,0,0,0,0,120,3.4962,3.4977,3.4941,0.0015,0.5095,0.5097,0.5092,0.0001,0.8803,0.8817,0.8789,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0006,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,97.2833,195,10,43.8533,0,0,0,0,608.6,911,256,83.7917,30,41,45,39,23.68,23.68,23.63
2021-06-29 03:50:00,1.0782,1.8844,0.4032,0.409,120,210.145,22.6145,120,88.2186,88.3511,88.1069,0.0774,120,20.9062,20.9354,20.8835,0.0133,120,1009.805,1010.0284,1009.6438,0.0811,120,0,0,0,0,120,0,0,0,0,120,12.8597,13.2775,12.786,0.1762,120,120,0,0,0,0,0,120,3.4967,3.5005,3.4941,0.0014,0.5091,0.5093,0.5088,0.0001,0.8822,0.8835,0.8811,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,94.375,182,21,44.4566,0,0,0,0,596.25,754,331,65.3484,30,41.1167,47,39,23.68,23.68,23.63
2021-06-29 04:00:00,1.224,2.372,0.5688,0.3647,120,208.3729,26.972,120,88.374,88.4426,88.29,0.0365,120,20.8624,20.8927,20.8164,0.0191,120,1009.7217,1009.8636,1009.6438,0.0894,120,0,0,0,0,120,0,0,0,0,120,12.872,13.2775,12.2946,0.208,120,120,0,0,0,0,0,120,3.4954,3.4977,3.4941,0.0015,0.5086,0.5089,0.5082,0.0002,0.8837,0.8844,0.8829,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,110.2167,235,39,39.6453,0,0,0,0,594.5917,887,316,79.9862,30,41.0667,45,39,23.68,23.68,23.63
2021-06-29 04:10:00,1.0424,2.4364,0.44,0.3951,120,210.7875,26.6683,120,88.5726,88.6868,88.4121,0.0823,120,20.7895,20.8255,20.7645,0.0147,120,1009.7543,1009.8636,1009.6438,0.0939,120,0,0,0,0,120,0,0,0,0,120,12.8106,13.2775,12.2946,0.1785,120,120,0,0,0,0,0,120,3.4959,3.4977,3.4941,0.0016,0.5079,0.5083,0.5076,0.0001,0.8857,0.8869,0.8841,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,90.475,242,25,42.9447,0,0,0,0,597.9417,825,318,77.439,29.6,40.9667,45,39,23.68,23.68,23.63
2021-06-29 04:20:00,0.8413,1.8016,0,0.3897,120,222.9205,34.2783,120,88.7781,88.9004,88.6563,0.063,120,20.7531,20.7706,20.7401,0.0065,120,1009.9069,1010.0467,1009.827,0.0867,120,0,0,0,0,120,0,0,0,0,120,12.8188,13.2775,12.2946,0.1883,120,120,0,0,0,0,0,120,3.4984,3.5008,3.4971,0.0014,0.5075,0.5077,0.5074,0.0001,0.8878,0.889,0.8866,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,69.5667,173,0,40.4956,0,0,0,0,629.8417,896,318,100.0478,29,41.05,47,39,23.67,23.68,23.63
2021-06-29 04:30:00,0.9569,1.6636,0.394,0.26,120,216.6684,19.3336,120,88.9452,89.053,88.8699,0.0571,120,20.7327,20.7553,20.7096,0.0135,120,1010.0084,1010.2115,1009.827,0.0582,120,0,0,0,0,120,0,0,0,0,120,12.8311,13.2775,12.2946,0.1911,120,120,0,0,0,0,0,120,3.5001,3.5035,3.4971,0.001,0.5073,0.5075,0.5071,0.0001,0.8895,0.8905,0.8887,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0006,-0.0007,0,0,0,0,0,0,0,0,0,81.1833,158,20,28.2614,0,0,0,0,614.6917,738,440,55.5145,29,41.05,45,39,23.67,23.68,23.63
2021-06-29 04:40:00,0.7212,1.452,0,0.3046,120,217.2276,29.8873,120,89.0805,89.2056,88.992,0.0557,120,20.6891,20.7218,20.6668,0.0136,120,1010.0166,1010.2115,1009.827,0.0804,120,0,0,0,0,120,0,0,0,0,120,12.7942,13.2775,12.2946,0.1684,120,120,0,0,0,0,0,120,3.5003,3.5035,3.4971,0.0013,0.5069,0.5072,0.5067,0.0001,0.8908,0.8921,0.8899,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0007,-0.0007,0,0,0,0,0,0,0,0,0,56.5167,135,0,31.09,0,0,0,0,611.5167,762,206,89.6766,29,41,47,39,23.67,23.68,23.63
2021-06-29 04:50:00,0.732,1.3968,0.3112,0.2231,120,223.954,32.3548,120,89.2404,89.3582,89.1446,0.0687,120,20.6459,20.676,20.6272,0.0142,120,1010.1024,1010.2115,1010.0101,0.0889,120,0,0,0,0,120,0,0,0,0,120,12.8352,13.2775,12.2946,0.1847,120,120,0,0,0,0,0,120,3.5017,3.5035,3.5002,0.0015,0.5065,0.5068,0.5063,0.0001,0.8924,0.8936,0.8914,0.0007,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0007,-0.0007,0,0,0,0,0,0,0,0,0,56.7417,129,11,24.2458,0,0,0,0,630.7,865,169,99.15,29,41.0333,47,39,23.66,23.68,23.63
2021-06-29 05:00:00,0.7589,1.2588,0.2836,0.2365,120,216.0794,24.4402,120,89.4264,89.5413,89.3277,0.0508,120,20.6235,20.6394,20.6088,0.0067,120,1010.0127,1010.2115,1009.827,0.0751,120,0,0,0,0,120,0,0,0,0,120,12.8188,13.2775,12.2946,0.1526,120,120,0,0,0,0,0,120,3.5002,3.5035,3.4971,0.0013,0.5062,0.5064,0.5061,0.0001,0.8943,0.8954,0.8933,0.0005,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0007,-0.0007,0,0,0,0,0,0,0,0,0,59.6583,114,8,25.7106,0,0,0,0,615.0583,871,461,70.9732,29,40.9833,45,39,23.66,23.68,23.63
2021-06-29 05:10:00,0.5547,0.9828,0,0.2035,120,247.1243,20.0084,120,89.5477,89.6023,89.4803,0.0365,120,20.6087,20.618,20.5966,0.005,120,1010.025,1010.2115,1009.8086,0.064,120,0,0,0,0,120,0,0,0,0,120,12.7492,13.2775,12.2946,0.2129,120,120,0,0.0076,0.3052,0,0.0478,120,3.5004,3.5035,3.4968,0.0011,0.5061,0.5062,0.506,0.0001,0.8955,0.896,0.8948,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0007,-0.0007,0,0,0,0,0,0,0.0003,0,0,37.85,84,0,21.2495,0,0,0,0,702.7833,902,561,57.6795,29,41.0833,47,39,23.67,23.68,23.63
2021-06-29 05:20:00,0.5844,1.2312,0.2928,0.1675,120,259.6826,19.5567,120,89.6316,89.7244,89.5718,0.0346,120,20.5892,20.6088,20.5417,0.0168,120,1010.0504,1010.2115,1010.0101,0.0632,120,0,0,0,0,120,0.2136,1.0996,0,0.3411,120,12.786,13.2775,12.2946,0.1911,120,120,0,1.0961,2.7467,0,0.8161,120,3.5008,3.5035,3.5002,0.0011,0.5059,0.5061,0.5054,0.0002,0.8963,0.8972,0.8957,0.0003,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0007,-0.0007,0,0,0,0,0,0.0011,0.0027,0,0.0008,40.7,111,9,18.2105,0,0,0,0,737.5167,895,581,56.2944,29,40.9167,43,39,23.67,23.68,23.63
2021-06-29 05:30:00,0.8154,1.268,0.3572,0.2246,120,267.9151,26.0013,120,89.7821,89.9075,89.6329,0.0795,120,20.4946,20.5509,20.4471,0.0273,120,1010.0038,1010.2115,1009.827,0.062,120,0,0,0,0,120,3.1997,5.4958,0.7323,1.2446,120,12.8024,13.2775,12.2946,0.2008,120,120,0,4.5473,6.7141,2.7467,1.0685,120,3.5001,3.5035,3.4971,0.001,0.505,0.5055,0.5045,0.0003,0.8978,0.8991,0.8963,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0007,-0.0007,0,0,0,0,0,0.0045,0.0067,0.0027,0.0011,65.8083,115,16,24.416,0,0,0,0,747.6333,932,49,106.367,29,40.9333,45,39,23.67,23.68,23.63
2021-06-29 05:40:00,0.8812,1.5348,0.3388,0.2371,120,255.8347,26.39,120,90.0151,90.1212,89.877,0.0733,120,20.416,20.444,20.3983,0.0107,120,1009.8669,1010.0467,1009.8086,0.0684,120,0,0,0,0,120,9.6904,14.6543,5.4958,3.0396,120,13.7693,16.7193,12.786,1.2061,120,120,0,10.8519,16.1748,6.7141,3.1888,120,3.4978,3.5008,3.4968,0.0011,0.5042,0.5044,0.504,0.0001,0.9002,0.9012,0.8988,0.0007,-0.0001,-0.0001,-0.0001,0,-0.0007,-0.0007,-0.0007,0,0.0001,0.0001,0,0,0.0109,0.0162,0.0067,0.0032,72.9583,144,14,25.7739,0,0,0,0,725.6,1017,391,78.2343,29,41.0667,45,39,23.66,23.68,23.63
